Order_ID,Order_Date,Month,Days,Customer_Name,Customer_Type,Customer_Segment,City,Payment_Method,SKU,Product_Name,Category,Qty,Price,Discount,Subtotal,Tax,Delivery_Fee,Surge_Fee,Delivery_Slot,Delivery_Status,Delivery_Time,Sales
O0056,08-02-2025,2,8,Cust_55,New,Household,Delhi,NetBanking,SKU55,Product_55,Fruits ,1,3.98,0.4,3.58,0.18,20,5,10-20 min,Delivered,12.0,28.76
O0057,18-01-2025,1,18,Cust_56,Bulk,Cloud Kitchen,Mumbai,Wallet,SKU56,Product_56,Other,4,107.16,16.07,412.57,20.63,0,15,30-45 min,Delivered,33.0,448.2
O0058,04-01-2025,1,4,Cust_57,Bulk,Café,Delhi,Card,SKU57,Product_57,Fruits ,3,190.03,0.0,570.09,28.5,10,20,20-30 min,Delivered,41.0,628.59
O0059,25-01-2025,1,25,Cust_58,Bulk,Tea Stall,Bangalore,Card,SKU58,Product_58,Frozen,2,89.93,4.5,175.36,8.77,10,20,20-30 min,Delivered,30.0,214.13
O0060,01-03-2025,3,1,Cust_59,Bulk,Office,Mumbai,Wallet,SKU59,Product_59,Snacks,5,125.79,0.0,628.95,31.45,30,10,10-20 min,Delivered,10.0,700.4000000000001
O0061,14-01-2025,1,14,Cust_60,Bulk,Café,Bangalore,Card,SKU60,Product_60,Frozen,1,130.64,0.0,130.64,6.53,10,5,20-30 min,Delivered,32.0,152.17
O0062,19-02-2025,2,19,Cust_61,Bulk,Office,Delhi,Wallet,SKU61,Product_61,Dairy,5,114.77,17.22,556.63,27.83,0,15,20-30 min,Delivered,34.0,599.46
O0063,27-02-2025,2,27,Cust_62,Bulk,Cloud Kitchen,Mumbai,NetBanking,SKU62,Product_62,Veg,1,67.3,3.37,63.93,3.2,10,20,10-20 min,Delivered,30.0,97.13
O0064,09-01-2025,1,9,Cust_63,Bulk,Tea Stall,Mumbai,Card,SKU63,Product_63,Veg,5,65.64,0.0,328.2,16.41,0,0,10-20 min,Delivered,34.0,344.61
O0065,26-01-2025,1,26,Cust_64,Bulk,Tea Stall,Bangalore,UPI,SKU64,Product_64,Dairy,3,82.14,12.32,234.1,11.71,0,0,20-30 min,Delivered,31.0,245.81
O0066,22-02-2025,2,22,Cust_65,Bulk,Office,Mumbai,NetBanking,SKU65,Product_65,Fruits ,1,122.6,0.0,122.6,6.13,10,10,10-20 min,Delivered,35.0,148.73
O0067,02-01-2025,1,2,Cust_66,Bulk,Café,Bangalore,Card,SKU66,Product_66,Dairy,5,52.09,0.0,260.45,13.02,10,0,10-20 min,Delivered,29.0,283.47
O0068,20-01-2025,1,20,Cust_67,Bulk,Cloud Kitchen,Bangalore,COD,SKU67,Product_67,Essentials,4,155.44,0.0,621.76,31.09,10,15,20-30 min,Delivered,36.0,677.85
O0069,28-01-2025,1,28,Cust_68,Bulk,Office,Delhi,UPI,SKU68,Product_68,Bakery,3,162.9,16.29,472.41,23.62,20,5,10-20 min,Delivered,28.0,521.03
O0070,16-02-2025,2,16,Cust_69,Bulk,Café,Delhi,GPay,SKU69,Product_69,Baby,1,109.97,5.5,104.47,5.22,30,5,20-30 min,Delivered,26.0,144.69
O0071,01-03-2025,3,1,Cust_70,Bulk,Office,Bangalore,Wallet,SKU70,Product_70,Other,3,110.85,0.0,332.55,16.63,30,5,10-20 min,Delivered,29.0,384.1799999999999
O0072,07-01-2025,1,7,Cust_71,Bulk,Tea Stall,Mumbai,UPI,SKU71,Product_71,Fruits ,3,73.07,3.65,215.56,10.78,20,10,10-20 min,Delivered,18.0,256.34
O0073,13-02-2025,2,13,Cust_72,New,Household,Delhi,GPay,SKU72,Product_72,Frozen,3,125.4,6.27,369.9300000000001,18.5,0,10,10-20 min,Delivered,22.0,398.4300000000001
O0074,08-01-2025,1,8,Cust_73,Bulk,Café,Mumbai,GPay,SKU73,Product_73,Frozen,3,134.96,20.24,384.64,19.23,30,10,20-30 min,Delivered,40.0,443.87
O0075,16-02-2025,2,16,Cust_74,Bulk,Cloud Kitchen,Mumbai,NetBanking,SKU74,Product_74,Snacks,5,33.51,1.68,165.87,8.29,20,20,10-20 min,Delivered,32.0,214.16
O0076,04-02-2025,2,4,Cust_75,Bulk,Cloud Kitchen,Delhi,PhonePe,SKU75,Product_75,Baby,4,93.21,9.32,363.52,18.18,20,10,10-20 min,Failed,24.6,411.7
O0077,14-01-2025,1,14,Cust_76,New,Household,Bangalore,UPI,SKU76,Product_76,Beverages,3,98.22,0.0,294.66,14.73,20,10,20-30 min,Delivered,26.0,339.39
O0078,17-01-2025,1,17,Cust_77,Bulk,Tea Stall,Bangalore,UPI,SKU77,Product_77,Veg,1,234.65,35.2,199.45,9.97,30,20,10-20 min,Delivered,28.0,259.42
O0079,05-02-2025,2,5,Cust_78,Bulk,Café,Bangalore,NetBanking,SKU78,Product_78,Beverages,1,188.2,28.23,159.97,8.0,30,15,10-20 min,Delivered,20.0,212.97
O0080,19-02-2025,2,19,Cust_79,Bulk,Office,Delhi,UPI,SKU79,Product_79,Snacks,1,232.87,11.64,221.23,11.06,20,5,10-20 min,Delivered,31.0,257.29
O0081,09-02-2025,2,9,Cust_80,Bulk,Café,Mumbai,UPI,SKU80,Product_80,Fruits ,2,46.21,0.0,92.42,4.62,20,5,10-20 min,Failed,24.6,122.04
O0082,04-01-2025,1,4,Cust_81,Bulk,Café,Delhi,COD,SKU81,Product_81,Baby,2,170.05,0.0,340.1,17.01,30,15,10-20 min,Delivered,20.0,402.11
O0083,02-01-2025,1,2,Cust_82,New,Household,Delhi,UPI,SKU82,Product_82,Other,2,98.72,4.94,192.5,9.62,0,5,30-45 min,Delivered,31.0,207.12
O0084,06-01-2025,1,6,Cust_83,Bulk,Cloud Kitchen,Bangalore,Wallet,SKU83,Product_83,Dairy,2,99.38,14.91,183.85,9.19,10,10,10-20 min,Delivered,40.0,213.04
O0085,23-02-2025,2,23,Cust_84,Returning,Household,Bangalore,UPI,SKU84,Product_84,Other,5,64.24,0.0,321.2,16.06,30,10,10-20 min,Delivered,12.0,377.26
O0086,11-02-2025,2,11,Cust_85,Returning,Household,Bangalore,UPI,SKU85,Product_85,Beverages,5,115.07,0.0,575.3499999999999,28.77,30,0,10-20 min,Delivered,36.0,634.1199999999999
O0087,04-01-2025,1,4,Cust_86,Bulk,Café,Bangalore,PhonePe,SKU86,Product_86,Beverages,2,91.09,4.55,177.63,8.88,30,10,10-20 min,Delivered,32.0,226.51
O0088,23-02-2025,2,23,Cust_87,Bulk,Tea Stall,Bangalore,GPay,SKU87,Product_87,Beverages,4,97.79,9.78,381.3800000000001,19.07,20,10,10-20 min,Delivered,25.0,430.45
O0089,29-01-2025,1,29,Cust_88,Bulk,Cloud Kitchen,Bangalore,GPay,SKU88,Product_88,Veg,4,104.59,10.46,407.9,20.4,10,0,10-20 min,Delivered,37.0,438.3
O0090,18-01-2025,1,18,Cust_89,Bulk,Café,Bangalore,NetBanking,SKU89,Product_89,Dairy,3,34.43,5.16,98.13,4.91,30,15,20-30 min,Delivered,31.0,148.04
O0091,26-01-2025,1,26,Cust_90,Bulk,Tea Stall,Mumbai,Wallet,SKU90,Product_90,Essentials,1,92.14,9.21,82.93,4.15,30,5,20-30 min,Failed,24.6,122.08
O0092,13-02-2025,2,13,Cust_91,Bulk,Bakery,Mumbai,PhonePe,SKU91,Product_91,Dairy,4,16.93,0.0,67.72,3.39,30,10,10-20 min,Delivered,20.0,111.11
O0093,03-02-2025,2,3,Cust_92,Returning,Household,Delhi,NetBanking,SKU92,Product_92,Fruits ,1,237.77,35.67,202.1,10.11,30,5,10-20 min,Delivered,21.0,247.21
O0094,10-01-2025,1,10,Cust_93,Bulk,Tea Stall,Mumbai,PhonePe,SKU93,Product_93,Essentials,5,164.53,16.45,806.1999999999999,40.31,30,15,10-20 min,Delivered,27.0,891.51
O0095,05-02-2025,2,5,Cust_94,Bulk,Café,Delhi,GPay,SKU94,Product_94,Essentials,3,104.2,15.63,296.97,14.85,10,5,10-20 min,Delivered,20.0,326.8200000000001
O0096,14-01-2025,1,14,Cust_95,Returning,Household,Delhi,COD,SKU95,Product_95,Dairy,2,50.5,0.0,101.0,5.05,20,0,10-20 min,Delivered,18.0,126.05
O0097,31-01-2025,1,31,Cust_96,Bulk,Tea Stall,Bangalore,PhonePe,SKU96,Product_96,Baby,1,67.42,3.37,64.05,3.2,10,5,10-20 min,Delivered,25.0,82.25
O0098,17-02-2025,2,17,Cust_97,Bulk,Tea Stall,Bangalore,UPI,SKU97,Product_97,Frozen,1,53.56,0.0,53.56,2.68,20,5,10-20 min,Delivered,42.0,81.24000000000001
O0099,15-01-2025,1,15,Cust_98,Bulk,Tea Stall,Mumbai,UPI,SKU98,Product_98,Beverages,4,141.11,7.06,557.3800000000001,27.87,10,10,10-20 min,Delivered,26.0,605.2500000000001
O0100,08-01-2025,1,8,Cust_99,Returning,Household,Delhi,UPI,SKU99,Product_99,Beverages,3,172.82,17.28,501.1800000000001,25.06,30,20,30-45 min,Delivered,25.0,576.24
O0101,14-01-2025,1,14,Cust_100,Bulk,Office,Bangalore,UPI,SKU100,Product_100,Frozen,1,195.91,29.39,166.52,8.33,20,15,20-30 min,Failed,24.6,209.85
O0102,23-01-2025,1,23,Cust_101,Bulk,Café,Mumbai,UPI,SKU101,Product_101,Beverages,4,246.95,0.0,987.8,49.39,20,5,10-20 min,Delivered,22.0,1062.19
O0103,01-03-2025,3,1,Cust_102,Bulk,Tea Stall,Mumbai,PhonePe,SKU102,Product_102,Veg,5,131.86,6.59,652.71,32.64,0,15,10-20 min,Cancelled,24.6,700.35
O0104,26-02-2025,2,26,Cust_103,Bulk,Café,Delhi,UPI,SKU103,Product_103,Beverages,3,250.95,25.09,727.7599999999999,36.39,20,5,10-20 min,Delivered,41.0,789.1499999999999
O0105,09-02-2025,2,9,Cust_104,Bulk,Cloud Kitchen,Bangalore,GPay,SKU104,Product_104,Beverages,2,80.91,4.05,157.77,7.89,0,15,20-30 min,Delivered,20.0,180.66
O0106,21-01-2025,1,21,Cust_105,Bulk,Cloud Kitchen,Delhi,UPI,SKU105,Product_105,Frozen,1,88.24,8.82,79.41999999999999,3.97,0,5,10-20 min,Delivered,19.0,88.38999999999999
O0107,16-01-2025,1,16,Cust_106,Bulk,Tea Stall,Bangalore,Card,SKU106,Product_106,Fruits,2,223.65,33.55,413.75,20.69,0,15,30-45 min,Cancelled,24.6,449.44
O0108,14-02-2025,2,14,Cust_107,Bulk,Café,Bangalore,UPI,SKU107,Product_107,Frozen,3,52.33,7.85,149.14,7.46,20,0,20-30 min,Delivered,30.0,176.6
O0109,18-01-2025,1,18,Cust_108,Bulk,Cloud Kitchen,Mumbai,COD,SKU108,Product_108,Beverages,2,19.88,2.98,36.78,1.84,0,5,10-20 min,Delivered,24.0,43.62
O0110,16-02-2025,2,16,Cust_109,Bulk,Bakery,Bangalore,GPay,SKU109,Product_109,Veg,4,8.14,1.22,31.34,1.57,20,15,10-20 min,Delivered,15.0,67.91
O0111,22-02-2025,2,22,Cust_110,Bulk,Bakery,Mumbai,NetBanking,SKU110,Product_110,Baby,3,182.83,27.42,521.07,26.05,20,0,30-45 min,Delivered,24.0,567.12
O0112,24-01-2025,1,24,Cust_111,Bulk,Café,Mumbai,PhonePe,SKU111,Product_111,Fruits ,2,199.02,19.9,378.14,18.91,30,20,10-20 min,Delivered,29.0,447.0500000000001
O0113,26-01-2025,1,26,Cust_112,Returning,Household,Mumbai,UPI,SKU112,Product_112,Baby,4,130.76,19.61,503.4299999999999,25.17,30,0,20-30 min,Delivered,18.0,558.5999999999999
O0114,25-01-2025,1,25,Cust_113,Returning,Household,Bangalore,UPI,SKU113,Product_113,Fruits,1,82.47,8.25,74.22,3.71,0,10,20-30 min,Delivered,28.0,87.92999999999999
O0115,01-03-2025,3,1,Cust_114,Bulk,Bakery,Mumbai,COD,SKU114,Product_114,Snacks,3,102.51,0.0,307.53,15.38,20,20,10-20 min,Delivered,30.0,362.91
O0116,01-03-2025,3,1,Cust_115,Bulk,Cloud Kitchen,Mumbai,NetBanking,SKU115,Product_115,Frozen,2,14.07,0.7,27.44,1.37,30,10,30-45 min,Delivered,27.0,68.81
O0117,01-03-2025,3,1,Cust_116,Bulk,Tea Stall,Bangalore,UPI,SKU116,Product_116,Beverages,2,52.82,0.0,105.64,5.28,10,20,10-20 min,Delivered,33.0,140.92
O0118,14-02-2025,2,14,Cust_117,Bulk,Tea Stall,Bangalore,UPI,SKU117,Product_117,Bakery,1,91.94,13.79,78.15,3.91,20,10,20-30 min,Delivered,28.0,112.06
O0119,10-02-2025,2,10,Cust_118,Bulk,Bakery,Mumbai,PhonePe,SKU118,Product_118,Other,3,102.03,15.3,290.79,14.54,0,0,30-45 min,Delivered,25.0,305.33
O0120,29-01-2025,1,29,Cust_119,Returning,Household,Bangalore,NetBanking,SKU119,Product_119,Beverages,1,66.78,3.34,63.44,3.17,20,10,10-20 min,Delivered,29.0,96.61
O0121,15-01-2025,1,15,Cust_120,Bulk,Office,Bangalore,COD,SKU120,Product_120,Frozen,4,126.91,0.0,507.64,25.38,30,20,10-20 min,Delivered,21.0,583.02
O0122,14-02-2025,2,14,Cust_121,Bulk,Cloud Kitchen,Delhi,GPay,SKU121,Product_121,Fruits,2,21.8,0.0,43.6,2.18,20,10,10-20 min,Failed,24.6,75.78
O0123,01-01-2025,1,1,Cust_122,Bulk,Tea Stall,Mumbai,UPI,SKU122,Product_122,Fruits ,5,162.43,24.36,787.7900000000001,39.39,0,5,20-30 min,Delivered,34.0,832.1800000000001
O0124,25-01-2025,1,25,Cust_123,Returning,Household,Delhi,UPI,SKU123,Product_123,Other,3,185.37,0.0,556.11,27.81,30,5,20-30 min,Failed,24.6,618.92
O0125,07-01-2025,1,7,Cust_124,New,Household,Mumbai,UPI,SKU124,Product_124,Other,2,92.94,9.29,176.59,8.83,20,20,20-30 min,Delivered,32.0,225.42
O0126,09-01-2025,1,9,Cust_125,Returning,Household,Delhi,UPI,SKU125,Product_125,Bakery,2,84.67,0.0,169.34,8.47,20,20,30-45 min,Delivered,25.0,217.81
O0127,24-01-2025,1,24,Cust_126,Bulk,Tea Stall,Bangalore,NetBanking,SKU126,Product_126,Frozen,4,140.79,7.04,556.12,27.81,0,15,10-20 min,Delivered,26.0,598.93
O0128,01-01-2025,1,1,Cust_127,Bulk,Bakery,Bangalore,UPI,SKU127,Product_127,Frozen,1,67.73,6.77,60.96000000000001,3.05,20,15,10-20 min,Delivered,29.0,99.01
O0129,13-02-2025,2,13,Cust_128,Bulk,Tea Stall,Delhi,PhonePe,SKU128,Product_128,Snacks,5,57.61,8.64,279.41,13.97,20,20,10-20 min,Delivered,17.0,333.3800000000001
O0130,08-01-2025,1,8,Cust_129,Bulk,Cloud Kitchen,Bangalore,UPI,SKU129,Product_129,Other,4,136.59,13.66,532.7,26.64,10,20,10-20 min,Delivered,18.0,589.34
O0131,24-01-2025,1,24,Cust_130,Bulk,Café,Delhi,UPI,SKU130,Product_130,Beverages,2,133.05,6.65,259.45,12.97,10,5,10-20 min,Delivered,23.0,287.4200000000001
O0132,11-01-2025,1,11,Cust_131,Bulk,Tea Stall,Bangalore,Wallet,SKU131,Product_131,Beverages,2,177.78,0.0,355.56,17.78,20,15,10-20 min,Delivered,28.0,408.34
O0133,20-02-2025,2,20,Cust_132,Bulk,Office,Delhi,GPay,SKU132,Product_132,Beverages,5,191.22,9.56,946.5400000000001,47.33,20,15,30-45 min,Delivered,33.0,1028.87
O0134,17-01-2025,1,17,Cust_133,Bulk,Bakery,Delhi,UPI,SKU133,Product_133,Veg,6,180.31,18.03,1063.83,53.19,30,0,20-30 min,Delivered,22.0,1147.02
O0135,08-01-2025,1,8,Cust_134,Bulk,Café,Delhi,UPI,SKU134,Product_134,Frozen,6,147.21,22.08,861.18,43.06,20,5,20-30 min,Cancelled,24.6,929.24
O0136,04-02-2025,2,4,Cust_135,Bulk,Office,Mumbai,COD,SKU135,Product_135,Baby,1,63.98,6.4,57.58,2.88,0,5,10-20 min,Delivered,34.0,65.46000000000001
O0137,04-02-2025,2,4,Cust_136,Bulk,Cloud Kitchen,Bangalore,Card,SKU136,Product_136,Beverages,2,102.15,10.22,194.08,9.7,10,5,10-20 min,Delivered,38.0,218.78
O0138,02-02-2025,2,2,Cust_137,Bulk,Office,Bangalore,Card,SKU137,Product_137,Fruits ,3,58.28,2.91,171.93,8.6,20,0,20-30 min,Delivered,36.0,200.53
O0139,28-02-2025,2,28,Cust_138,Returning,Household,Bangalore,UPI,SKU138,Product_138,Beverages,1,1.17,0.0,1.17,0.06,0,0,10-20 min,Delivered,35.0,1.23
O0140,05-01-2025,1,5,Cust_139,Bulk,Office,Bangalore,UPI,SKU139,Product_139,Fruits,5,254.77,12.74,1261.11,63.06,20,20,10-20 min,Delivered,41.0,1364.17
O0141,11-02-2025,2,11,Cust_140,New,Household,Mumbai,UPI,SKU140,Product_140,Other,5,120.17,6.01,594.84,29.74,10,15,20-30 min,Delivered,41.0,649.58
